0.6	0.7	3.054706e-02	3.240839e-03
0.7	0.8	2.168096e-02	5.988369e-03
0.8	1.0	1.301061e-02	4.332621e-03
1.0	1.2	5.480997e-03	1.802605e-03
1.2	1.4	2.286501e-03	5.183121e-04
1.4	1.6	1.145025e-03	2.424743e-04
1.6	2.0	5.905220e-04	7.808142e-05
2.0	2.4	1.576201e-04	1.124800e-04
# END HISTOGRAM

# BEGIN HISTOGRAM pT_Lambda
AidaPath=/REF/STAR_2006_S6860818/d01-x04-y01
Title=Transverse momentum spectrum for $\Lambda$
0.3	0.4	1.321663e-02	2.355987e-03
0.4	0.5	1.582853e-02	1.448805e-03
0.5	0.6	1.303799e-02	9.020289e-04
0.6	0.7	1.039944e-02	5.891577e-04
0.7	0.8	7.828585e-03	3.942583e-04
0.8	0.9	6.033929e-03	2.977785e-04
0.9	1.0	4.571959e-03	2.319653e-04
1.0	1.2	3.009635e-03	1.472349e-04
1.2	1.4	1.713836e-03	9.551969e-05
1.4	1.6	1.017040e-03	6.669277e-05
1.6	1.8	5.187644e-04	4.367657e-05
1.8	2.0	2.603382e-04	2.326946e-05
2.0	2.2	1.365516e-04	1.172591e-05
2.2	2.4	7.967421e-05	7.402367e-06
2.4	2.6	4.027119e-05	4.774431e-06
2.6	2.8	2.625064e-05	2.866159e-06
2.8	3.0	1.388881e-05	1.802848e-06
3.0	3.5	6.561832e-06	8.010884e-07
3.5	4.0	1.870503e-06	3.867888e-07
4.0	4.5	6.707401e-07	2.480785e-07
4.5	5.0	1.367511e-07	8.494550e-08
# END HISTOGRAM

# BEGIN HISTOGRAM pT_Lambdabar
AidaPath=/REF/STAR_2006_S6860818/d01-x05-y01
Title=Transverse momentum spectrum for $\bar \Lambda$
0.3	0.4	1.363474e-02	2.261507e-03
0.4	0.5	1.495103e-02	1.391529e-03
0.5	0.6	1.081676e-02	7.318101e-04
0.6	0.7	9.804841e-03	5.465345e-04
0.7	0.8	7.660471e-03	3.946256e-04
0.8	0.9	5.498281e-03	2.768230e-04
0.9	1.0	4.078726e-03	2.048751e-04
1.0	1.2	2.600858e-03	1.292621e-04
1.2	1.4	1.549991e-03	8.687169e-05
1.4	1.6	8.209732e-04	5.465675e-05
1.6	1.8	4.336851e-04	3.676794e-05
1.8	2.0	2.186831e-04	1.963014e-05
2.0	2.2	1.314709e-04	1.111813e-05
2.2	2.4	7.060573e-05	6.605797e-06
2.4	2.6	3.599687e-05	4.185620e-06
2.6	2.8	1.954302e-05	2.568663e-06
2.8	3.0	1.207110e-05	1.735513e-06
3.0	3.5	4.285585e-06	6.787249e-07
3.5	4.0	1.840104e-06	3.570877e-07
4.0	4.5	6.989325e-07	2.238603e-07
4.5	5.0	1.693594e-07	9.741360e-08
# END HISTOGRAM

# BEGIN HISTOGRAM pT_Ximinus
AidaPath=/REF/STAR_2006_S6860818/d01-x06-y01
Title=Transverse momentum spectrum for $\Xi^-$
0.50	0.80	4.742680e-04	2.544140e-04
0.80	1.00	3.248150e-04	8.395600e-05
1.00	1.25	2.095820e-04	4.767300e-05
1.25	1.50	1.061090e-04	2.443300e-05
1.50	1.75	7.186560e-05	1.034100e-05
1.75	2.00	2.546160e-05	5.566000e-06
2.00	2.25	1.821910e-05	3.417000e-06
2.25	2.50	8.311920e-06	1.811000e-06
2.50	2.75	3.995660e-06	1.252000e-06
2.75	3.00	1.925920e-06	7.640000e-07
3.00	4.00	7.079200e-07	2.570000e-07
# END HISTOGRAM

# BEGIN HISTOGRAM pT_Xiplus
AidaPath=/REF/STAR_2006_S6860818/d01-x07-y01
Title=Transverse momentum spectrum for $\Xi^+$
0.50	0.80	5.985230e-04	1.246010e-04
0.80	1.00	3.167500e-04	5.707500e-05
1.00	1.25	2.339210e-04	4.666700e-05
1.25	1.50	1.125190e-04	2.268100e-05
1.50	1.75	5.362500e-05	9.017000e-06
1.75	2.00	2.636500e-05	5.152000e-06
2.00	2.25	2.083700e-05	3.332000e-06
2.25	2.50	7.036020e-06	1.581000e-06
2.50	2.75	4.247220e-06	9.950001e-07
2.75	3.00	2.044620e-06	8.600000e-07
3.00	4.00	7.234670e-07	2.260000e-07
# END HISTOGRAM


# |-----------------------------------------------------------|
# |                fig 8. Omega^{-} pt-spectra                |
# |-----------------------------------------------------------|
# |pT (GeV)|(2pi*pt)^-1 dN^2/dydpt|dN2/dydpt error(stat+syst) |
# |--------+----------------------+---------------------------|
# |1.058025|3.907845e-05          |2.496787e-05               |
# |1.837500|5.990580e-06          |3.470661e-06               |
# |2.832353|6.870623e-07          |4.559092e-07               |
# +-----------------------------------------------------------+



## Figure 10: Anti-Baryon to Baryon ratios vs Strangeness and pT

# BEGIN HISTOGRAM antibaryon_baryon_ratio
AidaPath=/REF/STAR_2006_S6860818/d02-x01-y01
Title=Anti-baryon to baryon ratios vs strangeness
-0.5	0.5	0.80	0.01
0.5	1.5	0.88	0.03
1.5	2.5	0.92	0.06
2.5	3.5	1.05	0.30
# END HISTOGRAM

# BEGIN HISTOGRAM lambdabar_lambda_ratio
AidaPath=/REF/STAR_2006_S6860818/d02-x02-y01
Title=$\bar \Lambda / \Lambda$ ratio vs $p_\perp$
0.3	0.4	1.031635	0.210451
0.4	0.5	0.944562	0.106121
0.5	0.6	0.829634	0.068271
0.6	0.7	0.942824	0.066432
0.7	0.8	0.978526	0.065408
0.8	0.9	0.911227	0.060391
0.9	1.0	0.892118	0.059973
1.0	1.2	0.864177	0.044782
1.2	1.4	0.904399	0.054681
1.4	1.6	0.807218	0.058234
1.6	1.8	0.835996	0.075824
1.8	2.0	0.839996	0.093345
2.0	2.2	0.962793	0.078144
2.2	2.4	0.886180	0.091484
2.4	2.6	0.893862	0.126834
2.6	2.8	0.744478	0.114825
2.8	3.0	0.869124	0.165290
3.0	3.5	0.653108	0.125265
3.5	4.0	0.983748	0.253952
4.0	4.5	1.042032	0.420118
4.5	5.0	1.238450	0.907280
# END HISTOGRAM

# BEGIN HISTOGRAM xibar_xi_ratio
AidaPath=/REF/STAR_2006_S6860818/d02-x03-y01
Title=$\bar \Xi / \Xi$ ratio vs $p_\perp$
0.50	0.80	1.295850	0.371069
0.80	1.00	0.973490	0.197172
1.00	1.25	1.115730	0.169755
1.25	1.50	1.066000	0.170923
1.50	1.75	0.746777	0.115958
1.75	2.00	1.042810	0.216825
2.00	2.25	1.134270	0.239790
2.25	2.50	0.848441	0.248073
2.50	2.75	1.085900	0.387554
2.75	3.00	1.044250	0.557730
3.00	4.00	1.006650	0.449756
# END HISTOGRAM


## Figure 11: Mean-Pt vs particle mass
## 
## +--------------------------------------------------+
## |              200 GeV p+p data (red)              |
## |--------------------------------------------------+----------------------------------+
## |particle name  |mean-pT (GeV/c)|error (stat only) |  mass for filling the histograms |
## |---------------+---------------+------------------+----------------------------------+
## |pi-            |0.348000       |0.018000          |  0.1396                          |
## |K-             |0.605000       |0.073000          |  0.4856                          |
## |K0             |0.600000       |0.030000          |  0.5056                          |
## |rho^{0}        |0.640000       |0.060000          |  0.7755                          |
## |K*{0}          |0.810000       |0.140000          |  0.8960                          |
## |p-bar          |0.683000       |0.041000          |  0.9383                          |
## |phi            |0.820000       |0.050000          |  1.0190                          |
## |lambda         |0.780000       |0.040000          |  1.1050                          |
## |lambda-bar     |0.760000       |0.040000          |  1.1250                          |
## |Xi{-}          |0.924000       |0.130000          |  1.3120                          |
## |Xi-bar{+}      |0.881000       |0.130000          |  1.3320                          |
## |sigma(1385)    |1.020000       |0.080000          |  1.3840                          |
## |lambda(1520)   |1.080000       |0.110000          |  1.5200                          |
## |omega+Omega-bar|1.080000       |0.300000          |  1.6720                          |
## |-------------------------------------------------------------------------------------|

# BEGIN HISTOGRAM mean_pt_vs_mass
AidaPath=/REF/STAR_2006_S6860818/d03-x01-y01
Title=Mean $p_\perp$ vs particle mass
0.1296	0.1496	0.348000	0.018000
0.4756	0.4956	0.605000	0.073000
0.4956	0.5156	0.600000	0.030000
0.7655	0.7855	0.640000	0.060000
0.8860	0.9060	0.810000	0.140000
0.9283	0.9483	0.683000	0.041000
1.0090	1.0322	0.820000	0.050000
1.0950	1.1150	0.780000	0.040000
1.1150	1.1350	0.760000	0.040000
1.3020	1.3220	0.924000	0.130000
1.3220	1.3420	0.881000	0.130000
1.3740	1.3940	1.020000	0.080000
1.5100	1.5300	1.080000	0.110000
1.6620	1.6820	1.080000	0.300000
# END HISTOGRAM


# 
# Figure 20: Particle yield ratios vs THERMUS model calculations
# 
# +----------------------------------------------------------------------------+
# |                              200 GeV p+p data                              |
# |----------------------------------------------------------------------------|
# |particle ratio|data  |error(data)|THERMUS   |Data-Fit (abs)|Data-Fit (sigma)|
# |--------------+------+-----------+----------+--------------+----------------|
# |pi-/pi+       |0.988 |0.14       |0.981542  |0.653642      |0.0461285       |
# |--------------+------+-----------+----------+--------------+----------------|
# |k-/k+         |0.942 |0.077      |0.96065   |-1.97984      |-0.242209       |
# |--------------+------+-----------+----------+--------------+----------------|
# |p-bar/p       |0.828 |0.139      |0.810379  |2.12814       |0.12677         |
# |--------------+------+-----------+----------+--------------+----------------|
# |k-/pi-        |0.101 |0.012      |0.10876   |-7.68316      |-0.646666       |
# |--------------+------+-----------+----------+--------------+----------------|
# |p-bar/pi-     |0.0683|0.0109     |0.0812386 |-18.9438      |-1.18703        |
# |--------------+------+-----------+----------+--------------+----------------|
# |lam-bar/lam   |0.909 |0.121      |0.860192  |5.36941       |0.403372        |
# |--------------+------+-----------+----------+--------------+----------------|
# |lam-bar/pi+   |0.0275|0.0037     |0.0224691 |18.2942       |1.3597          |
# |--------------+------+-----------+----------+--------------+----------------|
# |xi-/lam       |0.0705|0.0217     |0.0848213 |-20.3139      |-0.659968       |
# |--------------+------+-----------+----------+--------------+----------------|
# |xi+/pi+       |0.0019|0.00073    |0.00200073|-5.30158      |-0.137986       |
# |--------------+------+-----------+----------+--------------+----------------|
# |omega/xi-     |0.0602|0.038      |0.0889621 |-47.7776      |-0.756897       |
# +----------------------------------------------------------------------------+
# ------------------------------------------------------------------------------------
# 
# If you have questions or find any problems with this web page please send mail to James Dunlop .
# This page was last updated on
# 
